"Hero1","H1name","Hero2","H2name","wins","losses","num_of_picks","win_percentage","pickpermedian"
2,"Axe",109,"Terrorblade",25,29,54,0.462962962962963,0.692307692307692
2,"Axe",110,"Phoenix",38,38,76,0.5,0.974358974358974
2,"Axe",111,"Oracle",14,24,38,0.368421052631579,0.487179487179487
2,"Axe",112,"Winter Wyvern",101,140,241,0.419087136929461,3.08974358974359
3,"Bane",4,"Bloodseeker",19,21,40,0.475,0.512820512820513
3,"Bane",5,"Crystal Maiden",30,35,65,0.461538461538462,0.833333333333333
3,"Bane",6,"Drow Ranger",14,24,38,0.368421052631579,0.487179487179487
3,"Bane",7,"Earthshaker",94,97,191,0.492146596858639,2.44871794871795
3,"Bane",8,"Juggernaut",134,121,255,0.525490196078431,3.26923076923077
3,"Bane",9,"Mirana",126,137,263,0.479087452471483,3.37179487179487
3,"Bane",10,"Morphling",10,14,24,0.416666666666667,0.307692307692308
3,"Bane",11,"Shadow Fiend",189,158,347,0.544668587896254,4.44871794871795
3,"Bane",12,"Phantom Lancer",43,39,82,0.524390243902439,1.05128205128205
3,"Bane",13,"Puck",18,20,38,0.473684210526316,0.487179487179487
3,"Bane",14,"Pudge",80,96,176,0.454545454545455,2.25641025641026
3,"Bane",15,"Razor",27,34,61,0.442622950819672,0.782051282051282
3,"Bane",16,"Sand King",21,27,48,0.4375,0.615384615384615
3,"Bane",17,"Storm Spirit",15,31,46,0.326086956521739,0.58974358974359
3,"Bane",18,"Sven",20,36,56,0.357142857142857,0.717948717948718
3,"Bane",19,"Tiny",54,63,117,0.461538461538462,1.5
3,"Bane",20,"Vengeful Spirit",20,23,43,0.465116279069767,0.551282051282051
3,"Bane",21,"Windranger",159,227,386,0.411917098445596,4.94871794871795
3,"Bane",22,"Zeus",48,36,84,0.571428571428571,1.07692307692308
3,"Bane",23,"Kunkka",22,29,51,0.431372549019608,0.653846153846154
3,"Bane",25,"Lina",49,78,127,0.385826771653543,1.62820512820513
3,"Bane",26,"Lion",35,35,70,0.5,0.897435897435897
3,"Bane",27,"Shadow Shaman",22,15,37,0.594594594594595,0.474358974358974
3,"Bane",28,"Slardar",130,117,247,0.526315789473684,3.16666666666667
3,"Bane",29,"Tidehunter",29,32,61,0.475409836065574,0.782051282051282
3,"Bane",30,"Witch Doctor",43,28,71,0.605633802816901,0.91025641025641
3,"Bane",31,"Lich",33,34,67,0.492537313432836,0.858974358974359
3,"Bane",32,"Riki",28,27,55,0.509090909090909,0.705128205128205
3,"Bane",33,"Enigma",11,20,31,0.354838709677419,0.397435897435897
3,"Bane",34,"Tinker",19,32,51,0.372549019607843,0.653846153846154
3,"Bane",35,"Sniper",17,31,48,0.354166666666667,0.615384615384615
3,"Bane",36,"Necrophos",48,53,101,0.475247524752475,1.29487179487179
3,"Bane",37,"Warlock",10,15,25,0.4,0.320512820512821
3,"Bane",38,"Beastmaster",13,20,33,0.393939393939394,0.423076923076923
3,"Bane",39,"Queen of Pain",97,113,210,0.461904761904762,2.69230769230769
3,"Bane",40,"Venomancer",15,16,31,0.483870967741935,0.397435897435897
3,"Bane",41,"Faceless Void",28,33,61,0.459016393442623,0.782051282051282
3,"Bane",42,"Wraith King",75,80,155,0.483870967741935,1.98717948717949
3,"Bane",43,"Death Prophet",15,14,29,0.517241379310345,0.371794871794872
3,"Bane",44,"Phantom Assassin",63,90,153,0.411764705882353,1.96153846153846
3,"Bane",45,"Pugna",4,11,15,0.266666666666667,0.192307692307692
3,"Bane",46,"Templar Assassin",63,64,127,0.496062992125984,1.62820512820513
3,"Bane",47,"Viper",36,44,80,0.45,1.02564102564103
3,"Bane",48,"Luna",29,17,46,0.630434782608696,0.58974358974359
3,"Bane",49,"Dragon Knight",17,25,42,0.404761904761905,0.538461538461538
3,"Bane",50,"Dazzle",29,47,76,0.381578947368421,0.974358974358974
3,"Bane",51,"Clockwerk",41,62,103,0.398058252427184,1.32051282051282
3,"Bane",52,"Leshrac",10,12,22,0.454545454545455,0.282051282051282
3,"Bane",53,"Nature's Prophet",17,24,41,0.414634146341463,0.525641025641026
3,"Bane",54,"Lifestealer",20,23,43,0.465116279069767,0.551282051282051
3,"Bane",55,"Dark Seer",43,36,79,0.544303797468354,1.01282051282051
3,"Bane",56,"Clinkz",21,26,47,0.446808510638298,0.602564102564103
3,"Bane",57,"Omniknight",45,27,72,0.625,0.923076923076923
3,"Bane",58,"Enchantress",4,8,12,0.333333333333333,0.153846153846154
3,"Bane",59,"Huskar",30,40,70,0.428571428571429,0.897435897435897
3,"Bane",60,"Night Stalker",31,36,67,0.462686567164179,0.858974358974359
3,"Bane",61,"Broodmother",16,14,30,0.533333333333333,0.384615384615385
3,"Bane",62,"Bounty Hunter",35,70,105,0.333333333333333,1.34615384615385
3,"Bane",63,"Weaver",22,30,52,0.423076923076923,0.666666666666667
3,"Bane",64,"Jakiro",14,25,39,0.358974358974359,0.5
3,"Bane",65,"Batrider",7,11,18,0.388888888888889,0.230769230769231
3,"Bane",66,"Chen",7,5,12,0.583333333333333,0.153846153846154
3,"Bane",67,"Spectre",82,61,143,0.573426573426573,1.83333333333333
3,"Bane",68,"Ancient Apparition",41,48,89,0.460674157303371,1.14102564102564
3,"Bane",69,"Doom",67,74,141,0.475177304964539,1.80769230769231
3,"Bane",70,"Ursa",44,38,82,0.536585365853659,1.05128205128205
3,"Bane",71,"Spirit Breaker",52,51,103,0.504854368932039,1.32051282051282
3,"Bane",72,"Gyrocopter",90,97,187,0.481283422459893,2.3974358974359
3,"Bane",73,"Alchemist",95,100,195,0.487179487179487,2.5
3,"Bane",74,"Invoker",97,137,234,0.414529914529915,3
3,"Bane",75,"Silencer",53,49,102,0.519607843137255,1.30769230769231
3,"Bane",76,"Outworld Devourer",18,12,30,0.6,0.384615384615385
3,"Bane",77,"Lycan",9,9,18,0.5,0.230769230769231
3,"Bane",78,"Brewmaster",15,12,27,0.555555555555556,0.346153846153846
3,"Bane",79,"Shadow Demon",6,10,16,0.375,0.205128205128205
3,"Bane",80,"Lone Druid",6,8,14,0.428571428571429,0.179487179487179
3,"Bane",81,"Chaos Knight",20,18,38,0.526315789473684,0.487179487179487
3,"Bane",82,"Meepo",22,16,38,0.578947368421053,0.487179487179487
3,"Bane",83,"Treant Protector",8,8,16,0.5,0.205128205128205
3,"Bane",84,"Ogre Magi",21,21,42,0.5,0.538461538461538
3,"Bane",85,"Undying",41,42,83,0.493975903614458,1.06410256410256
3,"Bane",86,"Rubick",38,49,87,0.436781609195402,1.11538461538462
3,"Bane",87,"Disruptor",21,20,41,0.51219512195122,0.525641025641026
3,"Bane",88,"Nyx Assassin",19,32,51,0.372549019607843,0.653846153846154
3,"Bane",89,"Naga Siren",4,13,17,0.235294117647059,0.217948717948718
3,"Bane",90,"Keeper of the Light",11,12,23,0.478260869565217,0.294871794871795
3,"Bane",91,"Io",8,10,18,0.444444444444444,0.230769230769231
3,"Bane",92,"Visage",10,4,14,0.714285714285714,0.179487179487179
3,"Bane",93,"Slark",93,96,189,0.492063492063492,2.42307692307692
3,"Bane",94,"Medusa",21,22,43,0.488372093023256,0.551282051282051
3,"Bane",95,"Troll Warlord",14,17,31,0.451612903225806,0.397435897435897
3,"Bane",96,"Centaur Warrunner",19,24,43,0.441860465116279,0.551282051282051
3,"Bane",97,"Magnus",32,34,66,0.484848484848485,0.846153846153846
3,"Bane",98,"Timbersaw",29,34,63,0.46031746031746,0.807692307692308
3,"Bane",99,"Bristleback",38,39,77,0.493506493506494,0.987179487179487
3,"Bane",100,"Tusk",87,90,177,0.491525423728814,2.26923076923077
3,"Bane",101,"Skywrath Mage",17,13,30,0.566666666666667,0.384615384615385
3,"Bane",102,"Abaddon",25,18,43,0.581395348837209,0.551282051282051
3,"Bane",103,"Elder Titan",4,3,7,0.571428571428571,0.0897435897435897
3,"Bane",104,"Legion Commander",64,94,158,0.40506329113924,2.02564102564103
3,"Bane",105,"Techies",3,7,10,0.3,0.128205128205128
3,"Bane",106,"Ember Spirit",76,105,181,0.419889502762431,2.32051282051282
3,"Bane",107,"Earth Spirit",17,24,41,0.414634146341463,0.525641025641026
3,"Bane",109,"Terrorblade",14,15,29,0.482758620689655,0.371794871794872
3,"Bane",110,"Phoenix",41,28,69,0.594202898550725,0.884615384615385
3,"Bane",111,"Oracle",5,7,12,0.416666666666667,0.153846153846154
3,"Bane",112,"Winter Wyvern",23,46,69,0.333333333333333,0.884615384615385
4,"Bloodseeker",5,"Crystal Maiden",87,87,174,0.5,2.23076923076923
4,"Bloodseeker",6,"Drow Ranger",24,35,59,0.406779661016949,0.756410256410256
4,"Bloodseeker",7,"Earthshaker",120,114,234,0.512820512820513,3
4,"Bloodseeker",8,"Juggernaut",74,86,160,0.4625,2.05128205128205
4,"Bloodseeker",9,"Mirana",58,87,145,0.4,1.85897435897436
4,"Bloodseeker",10,"Morphling",15,21,36,0.416666666666667,0.461538461538462
4,"Bloodseeker",11,"Shadow Fiend",134,145,279,0.480286738351254,3.57692307692308
4,"Bloodseeker",12,"Phantom Lancer",21,31,52,0.403846153846154,0.666666666666667
4,"Bloodseeker",13,"Puck",16,25,41,0.390243902439024,0.525641025641026
4,"Bloodseeker",14,"Pudge",118,114,232,0.508620689655172,2.97435897435897
4,"Bloodseeker",15,"Razor",23,29,52,0.442307692307692,0.666666666666667
4,"Bloodseeker",16,"Sand King",19,40,59,0.322033898305085,0.756410256410256
4,"Bloodseeker",17,"Storm Spirit",20,45,65,0.307692307692308,0.833333333333333
4,"Bloodseeker",18,"Sven",29,41,70,0.414285714285714,0.897435897435897
4,"Bloodseeker",19,"Tiny",54,60,114,0.473684210526316,1.46153846153846
4,"Bloodseeker",20,"Vengeful Spirit",48,39,87,0.551724137931034,1.11538461538462
4,"Bloodseeker",21,"Windranger",177,220,397,0.445843828715365,5.08974358974359
4,"Bloodseeker",22,"Zeus",67,73,140,0.478571428571429,1.79487179487179
4,"Bloodseeker",23,"Kunkka",20,29,49,0.408163265306122,0.628205128205128
4,"Bloodseeker",25,"Lina",67,106,173,0.38728323699422,2.21794871794872
4,"Bloodseeker",26,"Lion",60,107,167,0.359281437125749,2.14102564102564
4,"Bloodseeker",27,"Shadow Shaman",43,32,75,0.573333333333333,0.961538461538462
4,"Bloodseeker",28,"Slardar",95,100,195,0.487179487179487,2.5
4,"Bloodseeker",29,"Tidehunter",25,38,63,0.396825396825397,0.807692307692308
4,"Bloodseeker",30,"Witch Doctor",62,80,142,0.436619718309859,1.82051282051282
4,"Bloodseeker",31,"Lich",36,37,73,0.493150684931507,0.935897435897436
4,"Bloodseeker",32,"Riki",43,37,80,0.5375,1.02564102564103
4,"Bloodseeker",33,"Enigma",19,23,42,0.452380952380952,0.538461538461538
4,"Bloodseeker",34,"Tinker",26,35,61,0.426229508196721,0.782051282051282
4,"Bloodseeker",35,"Sniper",37,56,93,0.397849462365591,1.19230769230769
4,"Bloodseeker",36,"Necrophos",79,94,173,0.456647398843931,2.21794871794872
4,"Bloodseeker",37,"Warlock",28,28,56,0.5,0.717948717948718
4,"Bloodseeker",38,"Beastmaster",10,14,24,0.416666666666667,0.307692307692308
4,"Bloodseeker",39,"Queen of Pain",66,108,174,0.379310344827586,2.23076923076923
4,"Bloodseeker",40,"Venomancer",26,32,58,0.448275862068966,0.743589743589744
4,"Bloodseeker",41,"Faceless Void",22,35,57,0.385964912280702,0.730769230769231
4,"Bloodseeker",42,"Wraith King",75,71,146,0.513698630136986,1.87179487179487
4,"Bloodseeker",43,"Death Prophet",15,30,45,0.333333333333333,0.576923076923077
4,"Bloodseeker",44,"Phantom Assassin",66,77,143,0.461538461538462,1.83333333333333
4,"Bloodseeker",45,"Pugna",16,15,31,0.516129032258065,0.397435897435897
4,"Bloodseeker",46,"Templar Assassin",52,75,127,0.409448818897638,1.62820512820513
4,"Bloodseeker",47,"Viper",34,40,74,0.459459459459459,0.948717948717949
4,"Bloodseeker",48,"Luna",26,25,51,0.509803921568627,0.653846153846154
4,"Bloodseeker",49,"Dragon Knight",18,23,41,0.439024390243902,0.525641025641026
4,"Bloodseeker",50,"Dazzle",63,71,134,0.470149253731343,1.71794871794872
4,"Bloodseeker",51,"Clockwerk",36,52,88,0.409090909090909,1.12820512820513
4,"Bloodseeker",52,"Leshrac",13,21,34,0.382352941176471,0.435897435897436
4,"Bloodseeker",53,"Nature's Prophet",29,43,72,0.402777777777778,0.923076923076923
4,"Bloodseeker",54,"Lifestealer",21,28,49,0.428571428571429,0.628205128205128
4,"Bloodseeker",55,"Dark Seer",31,30,61,0.508196721311475,0.782051282051282
4,"Bloodseeker",56,"Clinkz",25,27,52,0.480769230769231,0.666666666666667
4,"Bloodseeker",57,"Omniknight",62,45,107,0.579439252336449,1.37179487179487
4,"Bloodseeker",58,"Enchantress",9,13,22,0.409090909090909,0.282051282051282
4,"Bloodseeker",59,"Huskar",38,36,74,0.513513513513513,0.948717948717949
4,"Bloodseeker",60,"Night Stalker",21,36,57,0.368421052631579,0.730769230769231
4,"Bloodseeker",61,"Broodmother",8,26,34,0.235294117647059,0.435897435897436
4,"Bloodseeker",62,"Bounty Hunter",49,54,103,0.475728155339806,1.32051282051282
4,"Bloodseeker",63,"Weaver",21,26,47,0.446808510638298,0.602564102564103
4,"Bloodseeker",64,"Jakiro",26,36,62,0.419354838709677,0.794871794871795
4,"Bloodseeker",65,"Batrider",8,15,23,0.347826086956522,0.294871794871795
4,"Bloodseeker",66,"Chen",4,10,14,0.285714285714286,0.179487179487179
4,"Bloodseeker",67,"Spectre",71,49,120,0.591666666666667,1.53846153846154
4,"Bloodseeker",68,"Ancient Apparition",58,56,114,0.508771929824561,1.46153846153846
4,"Bloodseeker",69,"Doom",55,57,112,0.491071428571429,1.43589743589744
4,"Bloodseeker",70,"Ursa",55,36,91,0.604395604395604,1.16666666666667
4,"Bloodseeker",71,"Spirit Breaker",64,72,136,0.470588235294118,1.74358974358974
4,"Bloodseeker",72,"Gyrocopter",45,49,94,0.478723404255319,1.20512820512821
4,"Bloodseeker",73,"Alchemist",93,114,207,0.449275362318841,2.65384615384615
4,"Bloodseeker",74,"Invoker",117,164,281,0.416370106761566,3.6025641025641
4,"Bloodseeker",75,"Silencer",74,81,155,0.47741935483871,1.98717948717949
4,"Bloodseeker",76,"Outworld Devourer",11,20,31,0.354838709677419,0.397435897435897
4,"Bloodseeker",77,"Lycan",8,6,14,0.571428571428571,0.179487179487179
4,"Bloodseeker",78,"Brewmaster",6,9,15,0.4,0.192307692307692
4,"Bloodseeker",79,"Shadow Demon",9,10,19,0.473684210526316,0.243589743589744
4,"Bloodseeker",80,"Lone Druid",5,15,20,0.25,0.256410256410256
4,"Bloodseeker",81,"Chaos Knight",20,28,48,0.416666666666667,0.615384615384615
4,"Bloodseeker",82,"Meepo",10,14,24,0.416666666666667,0.307692307692308
4,"Bloodseeker",83,"Treant Protector",27,27,54,0.5,0.692307692307692
4,"Bloodseeker",84,"Ogre Magi",42,49,91,0.461538461538462,1.16666666666667
4,"Bloodseeker",85,"Undying",51,47,98,0.520408163265306,1.25641025641026
4,"Bloodseeker",86,"Rubick",60,103,163,0.368098159509202,2.08974358974359
4,"Bloodseeker",87,"Disruptor",51,51,102,0.5,1.30769230769231
4,"Bloodseeker",88,"Nyx Assassin",22,29,51,0.431372549019608,0.653846153846154
4,"Bloodseeker",89,"Naga Siren",13,8,21,0.619047619047619,0.269230769230769
4,"Bloodseeker",90,"Keeper of the Light",13,32,45,0.288888888888889,0.576923076923077
4,"Bloodseeker",91,"Io",12,10,22,0.545454545454545,0.282051282051282
4,"Bloodseeker",92,"Visage",5,7,12,0.416666666666667,0.153846153846154
4,"Bloodseeker",93,"Slark",73,74,147,0.496598639455782,1.88461538461538
4,"Bloodseeker",94,"Medusa",35,21,56,0.625,0.717948717948718
4,"Bloodseeker",95,"Troll Warlord",16,21,37,0.432432432432432,0.474358974358974
4,"Bloodseeker",96,"Centaur Warrunner",15,21,36,0.416666666666667,0.461538461538462
4,"Bloodseeker",97,"Magnus",23,34,57,0.403508771929825,0.730769230769231
4,"Bloodseeker",98,"Timbersaw",21,32,53,0.39622641509434,0.67948717948718
4,"Bloodseeker",99,"Bristleback",33,56,89,0.370786516853933,1.14102564102564
4,"Bloodseeker",100,"Tusk",86,96,182,0.472527472527473,2.33333333333333
4,"Bloodseeker",101,"Skywrath Mage",24,35,59,0.406779661016949,0.756410256410256
4,"Bloodseeker",102,"Abaddon",33,31,64,0.515625,0.82051282051282
4,"Bloodseeker",103,"Elder Titan",3,11,14,0.214285714285714,0.179487179487179
4,"Bloodseeker",104,"Legion Commander",91,116,207,0.439613526570048,2.65384615384615
4,"Bloodseeker",105,"Techies",4,18,22,0.181818181818182,0.282051282051282
4,"Bloodseeker",106,"Ember Spirit",67,72,139,0.482014388489209,1.78205128205128
4,"Bloodseeker",107,"Earth Spirit",17,14,31,0.548387096774194,0.397435897435897
4,"Bloodseeker",109,"Terrorblade",20,18,38,0.526315789473684,0.487179487179487
4,"Bloodseeker",110,"Phoenix",38,27,65,0.584615384615385,0.833333333333333
4,"Bloodseeker",111,"Oracle",9,13,22,0.409090909090909,0.282051282051282
4,"Bloodseeker",112,"Winter Wyvern",64,69,133,0.481203007518797,1.70512820512821
5,"Crystal Maiden",6,"Drow Ranger",69,69,138,0.5,1.76923076923077
5,"Crystal Maiden",7,"Earthshaker",277,214,491,0.564154786150713,6.29487179487179
5,"Crystal Maiden",8,"Juggernaut",510,375,885,0.576271186440678,11.3461538461538
5,"Crystal Maiden",9,"Mirana",201,147,348,0.577586206896552,4.46153846153846
5,"Crystal Maiden",10,"Morphling",43,47,90,0.477777777777778,1.15384615384615
5,"Crystal Maiden",11,"Shadow Fiend",559,458,1017,0.549655850540806,13.0384615384615
5,"Crystal Maiden",12,"Phantom Lancer",113,133,246,0.459349593495935,3.15384615384615
5,"Crystal Maiden",13,"Puck",46,55,101,0.455445544554455,1.29487179487179
5,"Crystal Maiden",14,"Pudge",294,230,524,0.561068702290076,6.71794871794872
5,"Crystal Maiden",15,"Razor",72,63,135,0.533333333333333,1.73076923076923
5,"Crystal Maiden",16,"Sand King",79,76,155,0.509677419354839,1.98717948717949
5,"Crystal Maiden",17,"Storm Spirit",86,77,163,0.52760736196319,2.08974358974359
5,"Crystal Maiden",18,"Sven",148,117,265,0.558490566037736,3.3974358974359
5,"Crystal Maiden",19,"Tiny",206,151,357,0.57703081232493,4.57692307692308
5,"Crystal Maiden",20,"Vengeful Spirit",67,62,129,0.51937984496124,1.65384615384615
5,"Crystal Maiden",21,"Windranger",640,590,1230,0.520325203252033,15.7692307692308
5,"Crystal Maiden",22,"Zeus",177,120,297,0.595959595959596,3.80769230769231
5,"Crystal Maiden",23,"Kunkka",80,86,166,0.481927710843373,2.12820512820513
5,"Crystal Maiden",25,"Lina",160,247,407,0.393120393120393,5.21794871794872
5,"Crystal Maiden",26,"Lion",95,84,179,0.53072625698324,2.29487179487179
5,"Crystal Maiden",27,"Shadow Shaman",53,48,101,0.524752475247525,1.29487179487179
5,"Crystal Maiden",28,"Slardar",388,274,662,0.586102719033233,8.48717948717949
5,"Crystal Maiden",29,"Tidehunter",71,70,141,0.50354609929078,1.80769230769231
5,"Crystal Maiden",30,"Witch Doctor",107,110,217,0.493087557603687,2.78205128205128
5,"Crystal Maiden",31,"Lich",77,66,143,0.538461538461538,1.83333333333333
5,"Crystal Maiden",32,"Riki",168,113,281,0.597864768683274,3.6025641025641
5,"Crystal Maiden",33,"Enigma",67,55,122,0.549180327868853,1.56410256410256
5,"Crystal Maiden",34,"Tinker",64,91,155,0.412903225806452,1.98717948717949
5,"Crystal Maiden",35,"Sniper",97,121,218,0.444954128440367,2.79487179487179
5,"Crystal Maiden",36,"Necrophos",173,128,301,0.574750830564784,3.85897435897436
5,"Crystal Maiden",37,"Warlock",40,29,69,0.579710144927536,0.884615384615385
5,"Crystal Maiden",38,"Beastmaster",37,28,65,0.569230769230769,0.833333333333333
5,"Crystal Maiden",39,"Queen of Pain",268,360,628,0.426751592356688,8.05128205128205
5,"Crystal Maiden",40,"Venomancer",71,41,112,0.633928571428571,1.43589743589744
5,"Crystal Maiden",41,"Faceless Void",102,120,222,0.459459459459459,2.84615384615385
5,"Crystal Maiden",42,"Wraith King",309,188,497,0.621730382293763,6.37179487179487
5,"Crystal Maiden",43,"Death Prophet",62,42,104,0.596153846153846,1.33333333333333
5,"Crystal Maiden",44,"Phantom Assassin",228,240,468,0.487179487179487,6
5,"Crystal Maiden",45,"Pugna",29,25,54,0.537037037037037,0.692307692307692
5,"Crystal Maiden",46,"Templar Assassin",212,184,396,0.535353535353535,5.07692307692308
5,"Crystal Maiden",47,"Viper",133,96,229,0.580786026200873,2.93589743589744
5,"Crystal Maiden",48,"Luna",82,72,154,0.532467532467532,1.97435897435897
5,"Crystal Maiden",49,"Dragon Knight",80,57,137,0.583941605839416,1.75641025641026
5,"Crystal Maiden",50,"Dazzle",124,94,218,0.568807339449541,2.79487179487179
5,"Crystal Maiden",51,"Clockwerk",138,131,269,0.513011152416357,3.44871794871795
5,"Crystal Maiden",52,"Leshrac",36,20,56,0.642857142857143,0.717948717948718
5,"Crystal Maiden",53,"Nature's Prophet",64,85,149,0.429530201342282,1.91025641025641
5,"Crystal Maiden",54,"Lifestealer",75,79,154,0.487012987012987,1.97435897435897
5,"Crystal Maiden",55,"Dark Seer",153,100,253,0.604743083003953,3.24358974358974
5,"Crystal Maiden",56,"Clinkz",87,75,162,0.537037037037037,2.07692307692308
5,"Crystal Maiden",57,"Omniknight",131,67,198,0.661616161616162,2.53846153846154
5,"Crystal Maiden",58,"Enchantress",21,19,40,0.525,0.512820512820513
5,"Crystal Maiden",59,"Huskar",101,119,220,0.459090909090909,2.82051282051282
5,"Crystal Maiden",60,"Night Stalker",113,80,193,0.585492227979275,2.47435897435897
5,"Crystal Maiden",61,"Broodmother",47,44,91,0.516483516483517,1.16666666666667
5,"Crystal Maiden",62,"Bounty Hunter",176,145,321,0.548286604361371,4.11538461538461
5,"Crystal Maiden",63,"Weaver",101,87,188,0.537234042553192,2.41025641025641
5,"Crystal Maiden",64,"Jakiro",48,42,90,0.533333333333333,1.15384615384615
5,"Crystal Maiden",65,"Batrider",33,20,53,0.622641509433962,0.67948717948718
5,"Crystal Maiden",66,"Chen",19,12,31,0.612903225806452,0.397435897435897
5,"Crystal Maiden",67,"Spectre",285,204,489,0.582822085889571,6.26923076923077
5,"Crystal Maiden",68,"Ancient Apparition",85,91,176,0.482954545454545,2.25641025641026
5,"Crystal Maiden",69,"Doom",264,211,475,0.55578947368421,6.08974358974359
5,"Crystal Maiden",70,"Ursa",191,121,312,0.612179487179487,4
5,"Crystal Maiden",71,"Spirit Breaker",234,187,421,0.555819477434679,5.3974358974359
5,"Crystal Maiden",72,"Gyrocopter",221,222,443,0.498871331828442,5.67948717948718
5,"Crystal Maiden",73,"Alchemist",386,271,657,0.58751902587519,8.42307692307692
5,"Crystal Maiden",74,"Invoker",377,344,721,0.522884882108183,9.24358974358974
5,"Crystal Maiden",75,"Silencer",174,130,304,0.572368421052632,3.8974358974359
5,"Crystal Maiden",76,"Outworld Devourer",57,44,101,0.564356435643564,1.29487179487179
5,"Crystal Maiden",77,"Lycan",35,26,61,0.573770491803279,0.782051282051282
5,"Crystal Maiden",78,"Brewmaster",35,24,59,0.593220338983051,0.756410256410256
5,"Crystal Maiden",79,"Shadow Demon",15,25,40,0.375,0.512820512820513
5,"Crystal Maiden",80,"Lone Druid",29,27,56,0.517857142857143,0.717948717948718
5,"Crystal Maiden",81,"Chaos Knight",92,82,174,0.528735632183908,2.23076923076923
5,"Crystal Maiden",82,"Meepo",51,49,100,0.51,1.28205128205128
5,"Crystal Maiden",83,"Treant Protector",45,34,79,0.569620253164557,1.01282051282051
5,"Crystal Maiden",84,"Ogre Magi",87,76,163,0.533742331288344,2.08974358974359
5,"Crystal Maiden",85,"Undying",191,141,332,0.575301204819277,4.25641025641026
5,"Crystal Maiden",86,"Rubick",112,125,237,0.472573839662447,3.03846153846154
5,"Crystal Maiden",87,"Disruptor",75,64,139,0.539568345323741,1.78205128205128
5,"Crystal Maiden",88,"Nyx Assassin",77,67,144,0.534722222222222,1.84615384615385
5,"Crystal Maiden",89,"Naga Siren",27,32,59,0.457627118644068,0.756410256410256
5,"Crystal Maiden",90,"Keeper of the Light",32,23,55,0.581818181818182,0.705128205128205
5,"Crystal Maiden",91,"Io",20,36,56,0.357142857142857,0.717948717948718
5,"Crystal Maiden",92,"Visage",17,14,31,0.548387096774194,0.397435897435897
5,"Crystal Maiden",93,"Slark",263,254,517,0.508704061895551,6.62820512820513
5,"Crystal Maiden",94,"Medusa",89,62,151,0.589403973509934,1.93589743589744
5,"Crystal Maiden",95,"Troll Warlord",55,48,103,0.533980582524272,1.32051282051282
5,"Crystal Maiden",96,"Centaur Warrunner",62,72,134,0.462686567164179,1.71794871794872
5,"Crystal Maiden",97,"Magnus",115,113,228,0.504385964912281,2.92307692307692
5,"Crystal Maiden",98,"Timbersaw",112,119,231,0.484848484848485,2.96153846153846
5,"Crystal Maiden",99,"Bristleback",205,169,374,0.548128342245989,4.79487179487179
5,"Crystal Maiden",100,"Tusk",301,268,569,0.528998242530756,7.29487179487179
5,"Crystal Maiden",101,"Skywrath Mage",46,59,105,0.438095238095238,1.34615384615385
5,"Crystal Maiden",102,"Abaddon",99,45,144,0.6875,1.84615384615385
5,"Crystal Maiden",103,"Elder Titan",25,19,44,0.568181818181818,0.564102564102564
5,"Crystal Maiden",104,"Legion Commander",300,239,539,0.556586270871985,6.91025641025641
5,"Crystal Maiden",105,"Techies",29,30,59,0.491525423728814,0.756410256410256
5,"Crystal Maiden",106,"Ember Spirit",248,221,469,0.528784648187633,6.01282051282051
5,"Crystal Maiden",107,"Earth Spirit",78,55,133,0.586466165413534,1.70512820512821
5,"Crystal Maiden",109,"Terrorblade",51,50,101,0.504950495049505,1.29487179487179
5,"Crystal Maiden",110,"Phoenix",87,70,157,0.554140127388535,2.01282051282051
5,"Crystal Maiden",111,"Oracle",15,17,32,0.46875,0.41025641025641
5,"Crystal Maiden",112,"Winter Wyvern",107,109,216,0.49537037037037,2.76923076923077
6,"Drow Ranger",7,"Earthshaker",132,104,236,0.559322033898305,3.02564102564103
6,"Drow Ranger",8,"Juggernaut",51,45,96,0.53125,1.23076923076923
6,"Drow Ranger",9,"Mirana",69,72,141,0.48936170212766,1.80769230769231
6,"Drow Ranger",10,"Morphling",15,16,31,0.483870967741935,0.397435897435897
6,"Drow Ranger",11,"Shadow Fiend",144,124,268,0.537313432835821,3.43589743589744
6,"Drow Ranger",12,"Phantom Lancer",11,21,32,0.34375,0.41025641025641
6,"Drow Ranger",13,"Puck",17,18,35,0.485714285714286,0.448717948717949
6,"Drow Ranger",14,"Pudge",76,107,183,0.415300546448087,2.34615384615385
6,"Drow Ranger",15,"Razor",21,19,40,0.525,0.512820512820513
6,"Drow Ranger",16,"Sand King",28,37,65,0.430769230769231,0.833333333333333
6,"Drow Ranger",17,"Storm Spirit",20,21,41,0.48780487804878,0.525641025641026
6,"Drow Ranger",18,"Sven",23,24,47,0.48936170212766,0.602564102564103
6,"Drow Ranger",19,"Tiny",36,46,82,0.439024390243902,1.05128205128205
6,"Drow Ranger",20,"Vengeful Spirit",104,80,184,0.565217391304348,2.35897435897436
6,"Drow Ranger",21,"Windranger",281,219,500,0.562,6.41025641025641
6,"Drow Ranger",22,"Zeus",41,42,83,0.493975903614458,1.06410256410256
6,"Drow Ranger",23,"Kunkka",22,17,39,0.564102564102564,0.5
6,"Drow Ranger",25,"Lina",74,97,171,0.432748538011696,2.19230769230769
6,"Drow Ranger",26,"Lion",66,64,130,0.507692307692308,1.66666666666667
